is_gorafi,title,category
True,Le patron de la FIFA rappelle que « des gens sont morts pour qu’on ait le droit de regarder la Coupe du monde au Qatar »,sports
True,Manchester United sanctionne Cristiano Ronaldo en le transférant à l’AJ Auxerre,sports
True,Coupe du Monde – le Qatar promet de couper la clim dans les caves où vivent ses ouvriers,sports
True,30% des Français envisagent de boycotter la Coupe du monde au Qatar « sauf si la France va en finale »,sports
True,Christophe Galtier oblige désormais les joueurs du PSG à uriner sous les douches,sports
True,Le marabout de Paul Pogba avoue avoir jeté un sort à Kylian Mbappé pour qu’il voyage en Ouigo,sports
True,"Tour de France : pour éviter les malaises dus aux fortes chaleurs, la prochaine étape s’effectuera en pédalo",sports
True,L’homme qui dit aimer le football féminin essaie juste d’avoir un rapport sexuel,sports
True,Gaël Monfils n’est plus qu’à 21 titres en Grand Chelem de Novak Djokovic,sports
True,"Pour pouvoir payer le contrat de Kylian Mbappé, l’Émir du Qatar déménage dans un T2 à Aubervilliers",sports
True,Idrissa Gueye indisponible pendant 3 semaines après avoir touché un album de George Michael,sports
True,"Tennis- Pour soutenir l’Ukraine, Benoît Paire vend sa vitrine de trophées sans trophée",sports
True,Paris-Roubaix annulé après que les organisateurs ont constaté qu’il n’y avait rien à faire à Roubaix,sports
True,Ligue 1 : les victoires contre les Girondins de Bordeaux ne seront plus comptabilisées,sports
True,Les supporters du PSG autorisés à rester chez eux jusqu’à la fin de la semaine,sports
True,"Pour 88% des téléspectateurs, le meilleur souvenir des JO reste le Super Bowl",sports
True,Al-Khelaïfi : « Il ne faut pas que le football vienne gâcher cette grande fête de l’argent »,sports
True,JO : Succès mitigé pour le lancer d’Ouïghours,sports
True,Pékin 2022 – Emmanuel Macron appelle à « ne pas politiser les génocides »,sports
True,Ligue 1 – Les Girondins de Bordeaux autorisés à jouer avec un second gardien de but,sports
True,Lionel Messi retrouve un Ballon d’or sous son canapé en passant l’aspirateur,sports
True,"Ligue 1 : Face aux débordements, des Casques bleus bientôt déployés dans les stades français",sports
True,Neymar déçu que la majorité des Français n’aient pas fait l’effort d’apprendre le portugais,sports
True,"À quelques heures de la clôture du mercato, le FC Kaboul peine toujours à attirer des joueurs",sports
True,Lionel Messi refuse finalement le PSG en découvrant le prix de l’immobilier parisien,sports
True,"JO – Suite à une panne de frein, un cycliste bloqué plus de 24 heures sur la piste du vélodrome de Tokyo",sports
True,Tokyo 2021 – Un nageur russe disqualifié après la découverte de branchies derrière ses oreilles,sports
True,Tokyo 2021 – Tous les athlètes en kayak sur gazon déclarés médaille d’or ex-æquo,sports
True,Jeux Olympiques : Chaos attendu au 100×4 mètres nage libre,sports
True,Tour de France – Les coureurs autorisés à tirer au LBD pour éloigner la foule,sports
True,36 morts et 25 blessés graves après que quelqu’un a marché sur le pied de Véronique Rabiot,sports
True,"Euro 2021 : Après le coca de Ronaldo, Paul Pogba retire des fûts de bière en pleine conférence de presse",sports
True,Roland-Garros : POPOPO POPOPO PO POLOLO,sports
True,Roland-Garros : Jo-Wilfried Tsonga « perturbé par l’absence de pluie »,sports
True,Le Qatar déprogramme son spectacle de combat à mort d’ouvriers lors de la cérémonie d’ouverture de la coupe du monde 2022,sports
True,Kylian Mbappé offre les restes du FC Barcelone à son chien,sports
True,"Jugé inutile, le centre d’entraînement de l’OM bientôt transformé en centre de vaccination",sports
True,Vendée Globe : Le bateau SNCF toujours à quai suite à un incident voyageur,sports
True,Dieu ravi de serrer la main de Dieu,sports
True,Hausse brutale des cas de pneumonies liés aux connards qui font leur footing après le couvre-feu,sports
True,PSG-OM : Une chaîne espagnole prétend  avoir des images de Neymar en train de faire une passe à un coéquipier,sports
True,Tour de France : Enquête ouverte contre une équipe pour des soupçons de dopage pas assez efficace,sports
True,"Chaque année, 25% des lutteurs doivent être opérés pour défaire les nœuds avec leur bras",sports
True,Frank McCourt « L’OM n’est pas à vendre sauf contre beaucoup d’argent »,sports
True,"Euphorique, un parieur appelle son fils Betclic",sports
True,Marseille – Le Stade Vélodrome inaugure une tribune Didier Raoult,sports
True,"Après 2 jours de pluie, un Parisien décide de mettre un terme à sa carrière de joggeur",sports
True,Classement final de Ligue 1 Conforama par ordre alphabétique : Amiens sacré champion,sports
True,"Pour favoriser les coureurs français, le Tour de France dévoile un parcours entièrement en descente",sports
True,Les compétitions de natation bientôt organisées dans des piscines de gel hydroalcoolique,sports
True,La France veut faire naturaliser l’équipe du Canada de hockey sur glace pour augmenter ses chances de médaille aux JO,sports
True,"Le yoga, deuxième cause de mortalité des Français depuis le début du confinement",sports
True,5 exercices pour se sculpter de magnifiques abdos que personne ne verra cet été,sports
True,Un Sébastien Chabal du zoo de Vincennes testé positif au Coronavirus,sports
True,Coronavirus – Des footballeurs acceptent de n’être payés que 2000 fois le SMIC pour venir en aide à leur club,sports
True,Il pensait vraiment pouvoir faire plus de deux pompes,sports
True,Mort d’Uderzo : seul Teddy Riner connaît maintenant le secret de la potion magique,sports
True,93% des champions de biathlon avouent ne pas regarder le biathlon à la télé,sports
True,Le TFC va sacrifier un de ses joueurs pour calmer la colère des supporters,sports
True,"Prolongation de Kylian Mbappé : « Je suis comme tous les jeunes, je m’inquiète pour ma retraite »",sports
True,Karim Benzema convoqué par Didier Deschamps pour tondre la pelouse,sports
True,Rugby – Un soigneur tombe dans l’enclos des talonneurs de l’équipe de Nouvelle-Zélande,sports
True,Rugby – 85% des Français estiment que le voile est responsable de la défaite de la France,sports
True,Rugby – Un joueur amateur se fait voler son rein en plein match,sports
True,"Mondiaux d’athlétisme : à Doha, le Qatar interdit définitivement à ses lanceurs de poids de viser des femmes",sports
True,Ligue des champions : le PSG engrange de la confiance avant sa future élimination en 1/8è,sports
True,Pour reprendre confiance le XV de France organise un test match contre Stéphane Bern,sports
True,"Mercato – Dijon propose au PSG tous ses joueurs, son stade et sa ville contre Neymar",sports
True,Adrien Rabiot présenté officiellement aux patrons de boîtes de nuit de Turin,sports
True,Clairefontaine – Les Bleues devront aussi laisser aux hommes leurs clés de voiture,sports
True,Adrien Rabiot autorisé à fêter la victoire en Coupe de France avec Rennes,sports
True,"Après la visite de Neymar, Pelé se réveille sans son métatarse",sports
True,"Pour abréger ses souffrances, le PSG décide d’euthanasier Adrien Rabiot",sports
True,Le prix au kilo du footballeur du PSG s’effondre à Rungis®,sports
True,Football- L’équipe des Girondins de Bordeaux absente un mois suite à des complications après des implants de talent,sports
True,Décathlon crée une nouvelle polémique en commercialisant un pantacourt de running,sports
True,Kylian Mbappé fait un don de 30.000 euros pour financer la greffe d’un nouveau pied à Neymar,sports
True,Monaco décide finalement de licencier Leonardo Jardim à nouveau et de reprendre Thierry Henry,sports
True,Il court 479 kilomètres pour dessiner le plafond de la chapelle Sixtine avec son GPS et meurt d’épuisement,sports
True,Didier Deschamps convoque deux gilets jaunes en défense centrale de l’équipe de France,sports
True,"Après son match nul contre le PSG, Bordeaux directement qualifié pour la prochaine Ligue des champions",sports
True,91% des joueurs du PSG en faveur de remplacer la ligue 1 par une séance de footing supplémentaire,sports
True,L’ombre de Kylian Mbappé victime d’un infarctus après le sprint du joueur lors d’OM-PSG,sports
True,Equipe de France : Gianluigi Buffon enlève malencontreusement son masque d’Alphonse Areola devant ses coéquipiers,sports
True,US Open : Gaël Monfils remporte une nouvelle fois le tournoi d’ « Air tennis »,sports
True,Le PSG remplace sa pelouse par de la mousse pour éviter que Neymar se blesse lors de ses simulations,sports
True,"Pour obtenir un maillot jaune, un cycliste préfère gravir 25 cols et faire 3351 km plutôt que d’aller à Décathlon",sports
True,"Belgique : enfin en vacances, Thibaut Courtois conteste la victoire de son fils au Monopoly",sports
True,L’équipe de France oublie Florian Thauvin à l’aéroport de Moscou,sports
True,La passation de pouvoir entre Kylian Mbappé et Édouard Philippe aura lieu mercredi matin,sports
True,France Belgique : Emmanuel Macron contrôlé positif à la récupération politique,sports
True,Inquiétude après une légère fuite d’huile sous N’Golo Kanté,sports
True,"Selon une étude, l’équipe de France ferait exprès de marquer quand vous êtes aux toilettes",sports
True,"Victoire de la Russie : euphorique, Vladimir Poutine embrasse un homosexuel sur la bouche",sports
True,Poutine annonce la mise en place d’une cellule psychologique pour les spectateurs de France-Danemark,sports
True,5 choses que vous pourriez faire pour sauver votre couple s’il n’y avait pas France-Danemark,sports
True,Le Real d’accord pour laisser partir Cristiano Ronaldo en échange du remboursement de la dette espagnole,sports
True,Y a-t-il trop de footballeurs dans l’équipe de France de football ?,sports
True,Il obtient une place pour Roland-Garros pour voir la pluie en vrai plutôt qu’à la télé,sports
True,Richard Gasquet évite avec brio une nouvelle blessure en ne se qualifiant pas pour les 1/8èmes,sports
True,Zidane : « C’est lassant de gagner la Ligue des champions tous les ans »,sports
True,Le Real contraint de louer l’armoire à trophées du PSG pour y déposer sa dernière Ligue des champions,sports
True,Roland Garros : Rafael Nadal autorisé à jouer ses 3 premiers tours dans la même journée pour avoir sa semaine,sports
True,"Vexé de ne pas être autorisé à jouer, Adrien Rabiot refuse de s’asseoir en tribune de Roland-Garros",sports
True,Adrien Rabiot consent finalement à être suppléant « si Didier Deschamps demande pardon à genoux »,sports
True,Football/Barrages : la Ligue valide la victoire d’Ajaccio par 2 bombes artisanales à 0,sports
True,Karim Benzema annonce la liste des personnes avec qui il insultera Didier Deschamps pendant le prochain mondial,sports
True,Coupe du Monde : 5 astuces pour savoir si vous serez dans la liste de Didier Deschamps,sports
True,5 choses à savoir sur la finale OM-Atlético,sports
True,"Ligue des champions : après un an d’attente, le Real bientôt fixé sur son adversaire en finale",sports
True,Football : le club d’Arsenal découvre qu’il a le droit de changer d’entraîneur,sports
True,Martin Fourcade battu au tir par un enfant de 8 ans originaire du Texas,sports
True,Didier Deschamps ramasse son stylo et dévoile malencontreusement son tatouage d’Olivier Giroud au dessus des fesses,sports
True,Le PSG toujours à la recherche du futur responsable de ses éliminations en Ligue des champions,sports
True,"Le hors-piste, toujours sport préféré des morts",sports
True,Rugby : les supporters français pris d’un trou de mémoire au moment d’entonner les chants de victoire,sports
True,Al-Khelaïfi : « Je renouvelle entièrement ma confiance à Emery pour le match de samedi contre Metz »,sports
True,"Football : Dans les boutiques du PSG, les béquilles à l’effigie de Neymar sont en rupture de stock",sports
True,Pyeongchang2018 : Seulement deux survivants à l’épreuve de plongeon sur glace à 8m,sports
True,JO/ Saut à ski : déception après qu’aucun participant ne s’est ramassé comme une merde,sports
True,Saint-Valentin : les 5 restaurants les plus romantiques où regarder Real/PSG,sports
True,JO/ Saut à ski : les Français abandonnent après avoir « regardé en bas »,sports
True,Rugby : La France en pole position pour remporter le tournoi des « Une nation »,sports
True,Laurent Romejko grand absent de la liste des stars invitées à l’anniversaire de Neymar,sports
True,Etats-Unis : la publicité remporte une nouvelle fois le Super Bowl,sports
True,Tennis : Marin Cilic remporte l’Open d’Australie dans la catégorie « Non Federer »,sports
True,Wenger tente de retenir Alexis Sanchez en s’accrochant au train d’atterrissage de l’avion le conduisant à Manchester,sports
True,Open d’Autralie : Richard Gasquet se plaint d’avoir été « désavantagé par son tennis »,sports
True,"Après une nouvelle défaite en Ligue 1, le PSG va rejouer avec un gardien de but",sports
True,Tony Chapron met un carton rouge à un passant qui l’avait « mal regardé »,sports
True,Les astrologues annoncent la fin du Monde après la victoire ce week-end de 2 tennismen français,sports
True,Rugby : Jacques Brunel recrute deux grizzlies comme adjoints dans le staff de l’équipe de France,sports
True,Ligue des champions : le PSG éliminé dès le tirage au sort,sports
True,Raquel Garrido : « j’aime le football et tous les autres sports de raquette »,sports
True,"L’Italie dévoile sa tactique pour la Coupe du monde : 4 sur le canapé, 4 par terre, 2 sur les poufs",sports
True,Rugby : la France obtient le droit de perdre la Coupe du monde à domicile en 2023,sports
True,"Benzema : « Deschamps m’appelle parfois la nuit, rigole, et raccroche »",sports
True,Italie : plusieurs magasins IKEA vandalisés après l’élimination par la Suède,sports
True,"En vacances à Marrakech, Teddy Riner en profite pour remporter son 10ème titre mondial",sports
True,Evra va être remplacé par Ryu de Street Fighter lors de la prochaine mise à jour de FIFA18,sports
True,Football – La tribune visiteurs du Parc des Princes renommée tribune Hatem Ben Arfa,sports
True,L’émir du Qatar engage Usain Bolt pour 150 millions d’euros pour courir à sa place à la salle de sport,sports
True,PSG : Neymar envoie Cavani dans la forêt porter un mystérieux « petit pot de beurre à sa mère-grand »,sports
True,"Laurent Wauquiez : « En République, la pratique de la capoeira doit rester dans le domaine du privé »",sports
True,Football – L’OM diffusera des matchs du PSG pour attirer plus de public dans son stade,sports
True,JO 2024 : Anne Hidalgo annonce la création d’un parc naturiste dans le futur village olympique,sports
True,Le squash – Toujours le sport préféré des connards,sports
True,"Judo : En manque d’inspiration, Teddy Riner remporte une nouvelle fois un banal titre de champion du monde",sports
True,Qualifications / Coupe du Monde : le Luxembourg tenu en échec par la France,sports
True,"Kylian Mbappé jouera finalement dans l’équipe PES de Loïc, 13 ans",sports
True,Nasser Al-Khelaïfi fait imprimer les règles du fair-play financier sur le papier toilette du Parc des Princes,sports
True,"Ligue 1 : pour équilibrer le championnat, la LFP oblige le PSG à évoluer avec deux joueurs de Guingamp",sports
True,Paris 2024 : Une nouvelle épreuve olympique consistera à respirer l’air dans le centre-ville,sports
True,Le CIO attribuera les jeux 2024 à condition que Paris renonce à son signe de ralliement avec les doigts,sports
True,Neymar se blesse en faisant ses premiers pas sur la pelouse du Parc et sera indisponible six mois à un an,sports
True,Neymar se trompe et signe accidentellement au Paris FC,sports
True,Neymar au PSG – Le joueur déclare se laisser deux ou trois ans pour réfléchir,sports
True,Football/PSG : Hatem Ben Arfa écarté du groupe de joueurs écartés de l’équipe,sports
True,Gaël Monfils réalise le Grand Chelem grande frite-Coca géant-Maxi Burger dans un McDonald’s du sud de Londres,sports
True,Tour de France : Christopher Froome doublé à la dernière seconde par un livreur Deliveroo,sports
True,Le démêlage d’écouteurs devient une discipline olympique,sports
True,Wimbledon / Jo-Wilfried Tsonga : « J’ignorais qu’on n’avait droit qu’à un seul rebond »,sports
True,"Tour de France : grâce à la chute de tous ses concurrents, un Français remporte une étape",sports
True,Monaco cède Mbappé au PSG contre la Tour Eiffel et l’avenue des Champs-Élysées,sports
True,Mercato : le PSG achète tous les joueurs du Havre AC pour servir de cibles à penalties,sports
True,75% des Français prêts à s’intéresser aux 24h du Mans si elles durent moins d’une heure et n’ont pas lieu au Mans,sports
True,Roland-Garros – Des archéologues découvrent des fossiles prouvant que des Français sont allés en finale,sports
True,Roland-Garros – Emmanuel Macron recevra à l’Élysée les tennismen français qui ont passé le premier tour,sports
True,Canal + obtient le droit de rediffuser les matchs de Ligue des champions de l’an dernier,sports
True,"S’inspirant du Stade Français et du Racing, Jean-Michel Aulas annonce la fusion de Lyon et de Saint-Étienne",sports
True,Pour un hooligan sur deux il y a un problème de football dans la violence,sports
True,Un supporter de l’OM paralytique retrouve l’usage de ses jambes après la victoire du Barça,sports
True,Championnat du monde de ski : des médailles pour la France dans des disciplines dont nous n’avons pas retenu le nom,sports
True,Ligue 1 : un penalty sera désormais accordé à Lyon dès le coup d’envoi des matchs,sports
True,10 millions de nouveaux supporters du PSG comptabilisés sur les réseaux sociaux en moins de 24 heures,sports
True,6 choses à savoir avant PSG-Barcelone,sports
True,Biathlon – Martin Fourcade s’impose en traînant un panneau publicitaire lumineux exigé par son sponsor,sports
True,"CAN 2017 – Vincent Bolloré : «Bravo au Cameroun pour cette victoire, maintenant tout le monde se remet au travail»",sports
True,"Open d’Australie : accroché par Djokovic, Denis Istomin se qualifie de justesse pour le 3ème tour",sports
True,"38e Paris-Dakar : pollution, seules les plaques d’immatriculation impaires autorisées à disputer la prochaine étape",sports
True,"Teddy Riner dans un état grave après son combat contre Robert Marchand, 105 ans",sports
True,"Ligue 1 : au péril de sa vie, il cache des joueurs de Nantes chez lui",sports
True,Ligue 1 : les victoires contre Nantes ne vaudront plus qu’un seul point,sports
True,Vendée Globe – Un skipper fait demi-tour après avoir découvert Jean-François Copé caché dans son bateau,sports
True,"Trop essoufflé après avoir cherché ses affaires de sports dans toute la maison, il renonce à son jogging",sports
True,Grand-Prix du Brésil – Romain Grosjean obtient le meilleur temps dans la ligne droite des stands,sports
True,"Zidane s’exprime sur les politiques : « Des vieux des beaux quartiers, sans références, sans valeurs »",sports
True,Pays-Bas/ France : que cache la bonne prestation de Paul Pogba ?,sports
True,"Pour tenter de tuer des djihadistes, le prochain Paris-Dakar se déroulera sur les terres de l’Etat Islamique",sports
True,Plusieurs joueurs de handball mettent un terme à leur carrière pour éviter d’affronter Florent Manaudou,sports
True,PSG – Unai Emery : « Hatem Ben Arfa ira en prison à la place de Serge Aurier »,sports
True,Le PSG relâche deux membres de la famille d’Edinson Cavani pour le féliciter après son quadruplé,sports
True,Tennis : Gaël Monfils se blesse de nouveau en respirant un peu trop brutalement,sports
True,Ben Arfa non retenu pour la partie de poker de samedi soir,sports
True,"Enquête du CIO sur quatre nageurs paralympiques russes, accusés d’être des otaries déguisées",sports
True,Nice/OM : Balotelli : « Attendons de voir ce que ça donnera contre une vraie équipe »,sports
True,"Gaël Monfils : « Je peux battre Djokovic, mais pas au tennis »",sports
True,US Open : Tsonga contraint à l’abandon à cause d’une douleur au mental,sports
True,"Deux jours après son arrivée, Mario Balotelli découvre que Nice évolue en Ligue 1",sports
True,"Bernard Tapie : « Ce dont l’OM a besoin, c’est d’un homme droit et intègre »",sports
True,"Faute d’adhérents, la Fédération Française de cyclimse va fermer",sports
True,Renaud Lavillenie sifflé également tout au long de son vol retour vers Paris,sports
True,Rio 2016 – Le Corcovado abîmé par le javelot d’un lanceur russe,sports
True,Athlétisme – Les concurrents d’Usain Bolt seront autorisés à courir le 100m en dragster,sports
True,JO – Tennis : Premier cas de double défaite dans un match lors d’une rencontre entre deux Français,sports
True,JO – Judo : Drame après que l’ours russe a échappé à son dresseur,sports
True,JO : François Hollande veut inscrire la quatrième place dans la constitution française,sports
True,JO : Comment la France peut obtenir rapidement et sans efforts d’autres médailles,sports
True,"JO – Natation : Le comité antidopage innocente Sun Yang car « son urine n’est pas violette, mais bleu nuit »",sports
True,"Marelle – Hanaé, 7 ans, annonce sa retraite internationale",sports
True,JO – Natation : Jérémy Stravius renonce finalement au 200 mètres nage libre car l’eau est trop froide,sports
True,JO – Pollution : Une nageuse oublie de fermer la bouche et avale 5 sacs plastique,sports
True,Rio 2016 – Le président de l’Agence antidopage débouche un Carl Lewis 1988 pour fêter son anniversaire,sports
True,"Cachés à l’intérieur d’un gigantesque cheval de bois, des terroristes échouent à pénétrer dans le Stade de France",sports
True,98% des politiques se souviennent tout à coup avoir « toujours adoré le football »,sports
True,"Scandaleux – Égoïste et peu patriote, il affirme qu’il ne regardera pas France Allemagne « parce qu’il s’en fout »",sports
True,"Après 5 heures devant le Tour de France et 4 devant Wimbledon, il s’aère l’esprit en regardant Portugal-Galles",sports
True,Il se revendique totalement supporter maintenant que l’équipe de France est en demi-finale,sports
True,Terrorisme : pour plus de sécurité le Tour de France sera couru sur des vélos d’appartement,sports
True,PSG : Laurent Blanc limogé pour n’avoir gagné le championnat qu’avec 31 points d’avance,sports
True,"France-Islande : pour impliquer ses joueurs dès le début du match, Deschamps menace de titulariser Digne et Mangala",sports
True,Euro 2016 : L’Italie disqualifiée pour avoir gagné sans tricher,sports
True,Euro 2016 – Zlatan explique avoir été gêné par un gros morceau d’ego coincé dans sa chaussure,sports
True,"Euro 2016 : En cas de crash de l’avion des Bleus, Gignac sait déjà dans quel ordre il mangerait ses coéquipiers",sports
True,Nouvelle polémique après que Paul Pogba a salé son plat de la main gauche,sports
True,"À l’entraînement, l’Équipe de France dévoile une composition 5-4-Dimitri Payet",sports
True,Les scientifiques estiment que le Son pourrait bientôt dépasser le mur d’Usain Bolt,sports
True,"Euro 2016 : pour plus de sécurité, la fan zone du Champ-de-Mars sera déplacée dans une forêt du Loir-et-Cher",sports
True,Djokovic : « Mon coup le plus difficile aujourd’hui ? Dessiner un cœur sur la terre battue avec ma raquette »,sports
True,"Euro 2016 : Malgré l’hécatombe de blessures, Didier Deschamps garde confiance en ses deux joueurs valides",sports
True,Euro 2016: La France remonte de la 10ème à la première place chez les bookmakers après la blessure de Jérémy Mathieu,sports
True,Richard Gasquet contraint d’annuler sa semaine de vacances après sa qualification pour les quarts de finale,sports
True,"Équipe de France : Didier Deschamps forfait pour l’Euro, Raymond Domenech rappelé dans le staff",sports
True,Ligue des champions: Facebook et Twitter censureront ceux qui feront la blague «ce soir c’est Madrid qui gagne !»,sports
True,Roland-Garros : Selon la CGT le gouvernement est en grande partie responsable du forfait de Rafael Nadal,sports
True,"« J’essaie de ne pas trop en faire » par Hatem Ben Arfa, en train de préparer le petit déj de Didier Deschamps",sports
True,"« Partir un jour sans retour, effacer notre amour sans se retourner, ne pas regretter » par Zlatan Ibrahimovic",sports
True,"Euro 2016 – Bruno Le Maire, sélectionné inattendu dans le groupe des 23 Bleus « Je vais tout donner ! »",sports
True,OM : Margarita Louis-Dreyfus choisit l’offre de rachat et de fusion du Paris-Saint-Germain,sports
True,Euro 2016 : Franck Ribéry d’accord pour revenir en équipe de France « à partir des 1/4 de finale »,sports
True,Football – L’entraîneur de Troyes décide d’aller perdre ses joueurs lors d’une balade en forêt,sports
True,Biathlon : Martin Fourcade repart avec une peluche de Minion après un sans-faute au tir à la carabine,sports
True,5 citations d’Hitler pour être motivé pendant sa séance de Crossfit,sports
True,La direction du PSG condamne Serge Aurier à répéter ses propos en face de Zlatan Ibrahimovic,sports
True,Football – Le Toulouse FC réussit un tir cadré,sports
True,Lavezzi quitte le PSG car le bouton pour actionner la douche est trop haut,sports
True,"Hockey sur glace : en raison de l’absence de bagarre générale, le match Briançon-Epinal sera reporté",sports
True,PSG : des stages en clubs SM pour «redécouvrir le sentiment d’infériorité»,sports
True,Michael Jordan réalise son rêve d’enfant en allant voir jouer Pau-Orthez,sports
True,Un surfeur rate complètement sa descente en oubliant d’envoyer de la poudreuse sur les skieurs,sports
True,Malaise dans les douches du Real Madrid après l’arrivée de Karim Benzema muni d’une GoPro,sports
True,Real Madrid : Zidane assène un coup de boule à un joueur arrivé en retard à l’entraînement,sports
True,Matchs truqués : la Fédération Internationale de Tennis va enquêter sur les 3764 défaites suspectes de Gasquet,sports
True,Paris-Dakar : Un pilote disqualifié après avoir volontairement évité un spectateur,sports
True,Football – Les Girondins de Bordeaux perdent encore un match contre des plots à l’entraînement,sports
True,Angleterre-France : Les joueurs Anglais vont remplacer les tacles par des bisous dans le cou,sports
True,La justice prête à relaxer Benzema pour éviter la sélection de Gignac en équipe de France,sports
True,Russie : une douzaine d’athlètes contrôlés positifs aux hormones de Vladimir Poutine,sports
True,Transat Jacques-Vabre : Christopher Froome toujours en tête sur son pédalo Sky,sports
True,Un joueur des All Blacks offre le fémur d’un rugbyman australien à un jeune supporter,sports
True,MotoGP : le Grand Prix de Malaisie remporté par un livreur de Sushi Shop,sports
True,Tour de France 2016 – La caravane publicitaire distribuera au public des goodies à lancer sur le maillot jaune,sports
True,beIN SPORTS rachète pour 80 millions d’euros les droits de la sex tape de Mathieu Valbuena,sports
True,Rugby : les All Blacks deviennent les All Greys après un problème de machine à laver,sports
True,EuroBasket2015 – Le montage des meilleures actions du tournoi diffusé dans un bêtisier aux États-Unis,sports
True,Formule 1 – Lewis Hamilton gêné par des pilotes qui tentent de faire la course pour la deuxième place,sports
True,Football – Tous les joueurs des Girondins de Bordeaux rebaptisés MatMut après un contrat de sponsoring,sports
True,Ligue 1 – Yoann Gourcuff se blesse durant sa visite médicale,sports
True,Football – Les Girondins perdent le point du match nul gagné à Lille lors du trajet retour vers Bordeaux,sports
True,"Florent Manaudou manque de se noyer à l’entraînement, alourdi par ses médailles d’or",sports
True,Roudourou : Guingamp sommé par la LFP de donner un vrai nom à son stade,sports
True,Monaco espère recruter 5000 supporters avant la fin de la période des transferts,sports
True,Crise : les joueurs de Ligue 2 payés en maillots dédicacés du PSG,sports
True,Formule 1 – Romain Grosjean court tout un Grand prix en ayant oublié de desserrer le frein à main,sports
True,Tour de France – Un spectateur gravement brûlé après que Chris Froome lui a jeté son urine au visage,sports
True,"Pour rajouter du suspense, la direction du Tour de France rétrograde Christopher Froome de 15 places",sports
True,Tour de France – Les coureurs autorisés à prendre le bus sur les étapes qu’ils jugent trop difficiles,sports
True,Plus de Français en deuxième semaine du rallye de bulldozers à Palmyre,sports
True,Les « Auteuil Boys » : reportage parmi les ultras de Roland-Garros,sports
True,Roland-Garros : Il n’y a plus de ramasseur de balles français dans le tournoi,sports
True,Roland-Garros : Gaël Monfils gêné par « de la poussière orange » sur le court,sports
True,Roland-Garros : Les tennismen français découvrent qu’il existe une deuxième semaine de compétition,sports
True,"Sepp Blatter: «La corruption au sein de la FIFA, c’est fini à partir de top. Voilà, maintenant, elle n’existe plus»",sports
True,Une famille de gerbilles élit domicile dans la coiffure de Paul Pogba,sports
True,Retour gagnant pour Richard Gasquet au rayon « biscuits » de son hypermarché,sports
True,La Juventus de Turin offre une prime pour tout joueur du championnat espagnol qui blessera grièvement Messi,sports
True,Le monde du football reste sans nouvelles de Jean-Michel Aulas depuis plus de quatre heures,sports
True,La LFP condamne Zlatan Ibrahimovic à jouer 2 années de plus en Ligue 1,sports
True,Un nouveau muscle découvert sur le torse de Cristiano Ronaldo,sports
True,JO 2024 : la ville de Paris va mettre le paquet pour se préparer à un nouvel échec,sports
True,Football – Yoann Gourcuff obligé de jouer avec un maillot portant la mention « attention fragile »,sports
True,Le Nouveau Stade de Bordeaux finalement nommé « Gorafi Sports Arena »,sports
True,"Zlatan Ibrahimović : « Vous me faites tous chier à déformer mes propos, bordel, journalistes de merde »",sports
True,87% des Français estiment que les médias ne parlent pas assez des propos de Zlatan,sports
True,Les larmes de José Mourinho atteignent des records sur Ebay,sports
True,Football – Le PSG équipe son infirmerie de cabines à UV,sports
True,"Par mesure d’équité, les handballeurs de l’équipe de France devront jouer avec des chaussures en pierre",sports
True,Football – L’attaquant du PSG Ezequiel Lavezzi en larmes parce qu’il ne veut pas s’entraîner,sports
True,La crête et le tatouage tribal désormais obligatoires dans les salles de sport,sports
True,"Victime d’une agression, Teddy Riner sauve la vie de ses deux gardes du corps",sports
True,Coupe du Monde : Michel Platini dans la tourmente après la découverte d’un gazoduc relié à la Russie dans son jardin,sports
True,"OM : Après la glacière, Bielsa sort un barbecue en plein match face à Caen",sports
True,Luis Enrique : « Je vais essayer de motiver au mieux les joueurs du PSG »,sports
True,Tour de France : des supporteurs qui tentaient de passer à la télé gênés par des cyclistes imprudents,sports
True,La NASA affirme qu’il existe d’autres formes de sport que le foot dans l’univers,sports
True,"« Cher Luis, lorsque tu m’as mordu, j’ai ressenti du plaisir » par Giorgio Chiellini, footballeur",sports
True,Le sport susceptible de venir empoisonner les débats politiques autour d’un possible match France – Algérie,sports
True,Les dirigeants de la FIFA se demandent s’ils n’auraient pas pu multiplier leur salaire par trois au lieu de deux,sports
True,Helena Costa : « Je n’avais pas envie d’entraîner cette bande de pisseuses »,sports
True,Il change sa photo de profil anti-Coupe du Monde pour une soutenant l’équipe de France,sports
True,Mondial 2014 : Deschamps confirme son départ en vacances au lendemain des huitièmes de finale,sports
True,Coupe du monde : la police brésilienne abat un homme se rendant au stade avec une vuvuzela,sports
True,Mondial : les cages du match Brésil-Croatie seront délimitées à l’aide de cartables suite aux retards des travaux,sports
True,Coupe du monde: Les experts confirment que votre équipe préférée est largement favorite,sports
True,"Pour ne pas concurrencer les matchs officiels, la FIFA interdit aux Brésiliens de jouer au foot dans la rue",sports
True,Le Qatar réaffirme avoir acheté de manière régulière l’organisation de la Coupe du monde de foot,sports
True,Roland-Garros : Tsonga obtient son ticket pour les quarts de finale rang B place 23,sports
True,Un surfeur sur deux avoue courir régulièrement sans raison avec sa planche sous le bras,sports
